job_title,job_group,min_salary,max_salary,salary_unit,city,district
Nhân Viên IT,IT,7000000.0,10000000.0,VND,Đà Nẵng,Hải Châu
Trưởng Bộ Phận IT,IT,,,,Hoà Bình,Lương Sơn
Senior Operations Engineer,IT,,,,Hồ Chí Minh,Quận 7
Giảng Viên Bộ Môn AI Engineer (Dạy Ngoài Giờ Hành Chính) Khu Vực Hà Nội Và Hồ Chí Minh,IT,,,,Hà Nội,Đống Đa
Giảng Viên Bộ Môn AI Engineer (Dạy Ngoài Giờ Hành Chính) Khu Vực Hà Nội Và Hồ Chí Minh,IT,,,,Hồ Chí Minh,Quận 3
Devops Engineer,IT,12000000.0,20000000.0,VND,Hà Nội,Nam Từ Liêm
QC Engineer - English Speaking,IT,,23000000.0,VND,Hồ Chí Minh,Tân Bình
Project Manager - French Speaking,Business,,,,Hồ Chí Minh,Tân Bình
Penetration Tester - English Speaking,IT,,,,Hồ Chí Minh,Tân Bình
Middle Manual Tester (French Speaking),IT,,23000000.0,VND,Hồ Chí Minh,Tân Bình
Chuyên Viên Kiểm Soát Chất Lượng Từ 1-3 Yoe (Process Quality Assurance) Offer Upto 25M,IT,,,,Hà Nội,
Cộng Tác Viên Triển Khai Bản Vẽ Nhà Gỗ Nhật (Fulltime Tại Văn Phòng),IT,5000000.0,6000000.0,VND,Hà Nội,Ba Đình
Lập Trình Viên Java,IT,,,,Hà Nội,Cầu Giấy
Business Analyst,Business,,25000000.0,VND,Hà Nội,Nam Từ Liêm
Java Developer - Digital Banking Project,Business,,1500.0,USD,Hà Nội,Cầu Giấy
System Engineer,IT,,,,Hà Nội,Cầu Giấy
Nhân Viên Kỹ Thuật Máy Tính,Business,7000000.0,10000000.0,VND,Hồ Chí Minh,Tân Phú
Golang/Nodejs Developer (Từ 2 Năm Kinh Nghiệm),IT,17000000.0,,VND,Hà Nội,
Aws Engineer (Từ 2 Năm Kinh Nghiệm),IT,20000000.0,,VND,Hà Nội,
Quản Trị Dự Án Phần Mềm,Business,25000000.0,40000000.0,VND,Hà Nội,Cầu Giấy
Quản Trị Dự Án Phần Cứng,Business,20000000.0,40000000.0,VND,Hà Nội,Cầu Giấy
Lập Trình Viên Front-End,IT,10000000.0,25000000.0,VND,Hà Nội,Cầu Giấy
Kỹ Sư Quản Trị Mạng & Bảo Mật,Business,10000000.0,30000000.0,VND,Hà Nội,Cầu Giấy
Lập Trình Viên .Net,IT,15000000.0,25000000.0,VND,Hà Nội,Cầu Giấy
Test Leader,Business,25000000.0,40000000.0,VND,Hà Nội,Cầu Giấy
Junior QC/Tester,IT,,,,Hồ Chí Minh,Tân Bình
Nhân Viên Nghiên Cứu Và Phát Triển Công Nghệ,Business,,,,Hà Nội,Cầu Giấy
IT Helpdesk,IT,,,,Hà Nội,Thanh Xuân
IT Vận Hành Web-App E-Learning (Academy),IT,12000000.0,17000000.0,VND,Hồ Chí Minh,Quận 3
"Leader Fullstack Reactjs,Nodejs",IT,2000.0,,USD,Hồ Chí Minh,Quận 2
Business Analyst Fresher,Business,8000000.0,15000000.0,VND,Hà Nội,Nam Từ Liêm
Nhân Viên IT Support - Làm Việc Tại Tân Bình,IT,9000000.0,13000000.0,VND,Hồ Chí Minh,Tân Bình
Nhân Viên IT Support,IT,,,,Hồ Chí Minh,Tân Bình
Middle JavaScript Developer,IT,,30000000.0,VND,Hà Nội,Nam Từ Liêm
Trưởng Nhóm Kiểm Soát Chất Lượng (Senior Process Quality Assurance),IT,25000000.0,30000000.0,VND,Hà Nội,Cầu Giấy
IT Project Manager (Pm) (English And Japanese Speaking) - Upto $2000,Business,,2000.0,USD,Hà Nội,Cầu Giấy
Kỹ Sư Cầu Nối (Brse) Nhật Bản,Business,,,,Hà Nội,Cầu Giấy
Nhân Viên Lập Trình Java,IT,,,,Hồ Chí Minh,Gò Vấp
Nhân Viên Network Engineer,IT,,,,Bình Dương,Thuận An
Service Developer,IT,,,,Hà Nội,Cầu Giấy
Aem Developer - Salary Up To $2800,IT,,,,Hà Nội,Cầu Giấy
Java Developer (Fullstack/Reactjs),IT,,,,Hà Nội,Cầu Giấy
Chuyên Viên Vận Hành Hệ Thống Phần Mềm,Business,,,,Hồ Chí Minh,Quận 2
Middle Business Analyst (English Required),Business,,1700.0,USD,Hà Nội,Nam Từ Liêm
Reactjs Developer,IT,10000000.0,18000000.0,VND,Hà Nội,Đống Đa
Senior Manual Tester,IT,,20000000.0,VND,Hà Nội,Cầu Giấy
.Net Developer (Junior),IT,,,,Hồ Chí Minh,Quận 3
Chuyên Viên An Toàn Thông Tin,Business,,20000000.0,VND,Hà Nội,Hoàng Mai
Unity Developer Tại Hà Nội - Mức Lương Cứng Hấp Dẫn 13-30 Triệu,IT,13000000.0,30000000.0,VND,Hà Nội,Cầu Giấy
Nhân Viên SEO Website,IT,10000000.0,15000000.0,VND,Hà Nội,Ba Đình
Senior Business Analyst,Business,,,,Hà Nội,Nam Từ Liêm
Process Quality Assurance (Pqa),IT,,,,Hà Nội,Nam Từ Liêm
IT Comtor Internship,IT,,,,Hà Nội,Nam Từ Liêm
Senior Python Developer,IT,20000000.0,40000000.0,VND,Hà Nội,Nam Từ Liêm
Nhân Viên IT,IT,,,,Đà Nẵng,Liên Chiểu
Game Designer,Business,,23000000.0,VND,Hà Nội,Nam Từ Liêm
System Manager (Tphcm),Business,30000000.0,60000000.0,VND,Hồ Chí Minh,Quận 7
Technical Leader (Golang/Nodejs/Java - Upto 55M),IT,,55000000.0,VND,Hà Nội,Thanh Xuân
IT Business Analyst (8-15M),Business,8000000.0,15000000.0,VND,Hà Nội,Nam Từ Liêm
Experienced JavaScript Developer,IT,,30000000.0,USD,Hà Nội,Nam Từ Liêm
Thực Tập Sinh Tester,IT,2000000.0,,VND,Hồ Chí Minh,Bình Thạnh
IT Support,IT,9000000.0,12000000.0,VND,Hà Nội,Đống Đa
Java Developer (Domain Banking - Product),Business,,23000000.0,VND,Hà Nội,Nam Từ Liêm
Lập Trình Viên .Net - 01 Năm Kinh Nghiệm,IT,13000000.0,20000000.0,VND,Hà Nội,Cầu Giấy
Lập Trình Viên Phần Mềm,IT,15000000.0,25000000.0,VND,Hồ Chí Minh,Quận 11
Software/ Web Developer Full-Time (Experience Required),IT,,,,Hồ Chí Minh,Quận 1
Senior Fullstack Developer (Nodejs/PHP),IT,,35000000.0,VND,Hồ Chí Minh,Tân Bình
Nhân Viên Business Analyst,Business,10000000.0,15000000.0,VND,Hà Nội,Hà Đông
Data Engineer (Middle - Senior) Up To $2000,IT,,50000000.0,VND,Hà Nội,Nam Từ Liêm
Lập Trình Viên Android,IT,10000000.0,25000000.0,VND,Hà Nội,
Business Analyst (Ba Từ 3 Năm Kinh Nghiệm),Business,30000000.0,50000000.0,VND,Hà Nội,Nam Từ Liêm
Middle UI/UX Designer,Business,,35000000.0,VND,Hồ Chí Minh,Tân Bình
JavaScript Developer (Teamlead/Techlead),IT,,45000000.0,VND,Hà Nội,Nam Từ Liêm
JavaScript Developer (Teamlead/Techlead),IT,,45000000.0,VND,Đà Nẵng,Hải Châu
Fresher Android Developer,IT,8000000.0,12000000.0,VND,Hà Nội,Cầu Giấy
Android Developer (Java/Kotlin),IT,,18000000.0,VND,Hà Nội,Nam Từ Liêm
.Net Developer,IT,15000000.0,25000000.0,VND,Hà Nội,Thanh Xuân
"Automation Tester (My Sql, QA QC)",IT,,,,Hồ Chí Minh,Quận 1
Website Quality Control (Tester),IT,,,,Hà Nội,Thanh Xuân
System Admin,Business,20000000.0,40000000.0,VND,Hà Nội,Cầu Giấy
"Lập Trình Web (Html,Css,JS,.Net)",IT,10000000.0,15000000.0,VND,Hà Nội,Thanh Xuân
Nhân Viên IT,IT,10000000.0,12000000.0,VND,Hồ Chí Minh,Quận 10
Lập Trình Viên PHP (Lương Cứng Từ 10 - 18 Triệu),IT,10000000.0,18000000.0,VND,Hồ Chí Minh,
Data Scientist,IT,20000000.0,35000000.0,VND,Hà Nội,Ba Đình
Junior/ Middle PHP Developer,IT,,,,Hồ Chí Minh,Phú Nhuận
Lập Trình Viên React Native (Mobile Developer),IT,700.0,2000.0,USD,Hà Nội,Cầu Giấy
Kỹ Sư Phát Triển Phần Mềm Nhúng (Làm Việc Tại Tổng Công Ty Công Nghiệp Công Nghệ Cao Viettel),Business,700.0,1200.0,USD,Hà Nội,Thạch Thất
Kỹ Sư Thiết Kế Phần Cứng (Làm Việc Tại Tổng Công Ty Công Nghiệp Công Nghệ Cao Viettel),Business,700.0,1200.0,USD,Hà Nội,
Nhân Viên IT,IT,,,,Bắc Giang,TP Bắc Giang
Nhân Viên Game Designer (Thiết Kế Kịch Bản Game Mobile),IT,8000000.0,12000000.0,VND,Hà Nội,Cầu Giấy
Chuyên Viên Phân Tích Nghiệp Vụ (Ba),Business,15000000.0,,VND,Hồ Chí Minh,Quận 1
Kỹ Sư Phát Triển Phần Mềm Full Stack,Business,25000000.0,35000000.0,VND,Hà Nội,Thạch Thất
Senior .Net Developer - Hà Nội,IT,,,,Hà Nội,Đống Đa
Kỹ Sư Cầu Nối (Lương Upto 65 Triệu),Business,,65000000.0,VND,Hà Nội,"Đống Đa, Cầu Giấy"
Nhân Viên AI Engineer,IT,30000000.0,40000000.0,VND,Hà Nội,Ba Đình
Nhân Viên AI Engineer,IT,30000000.0,40000000.0,VND,Hồ Chí Minh,Tân Bình
Nhân Viên IT Helpdesk,IT,10000000.0,14000000.0,USD,Hà Nội,
.Net Developer (Middle/Senior),IT,,35000000.0,VND,Hà Nội,
Kỹ Sư Robotics,Business,,1500.0,USD,Hà Nội,Cầu Giấy
Junior Golang Developer - Lập Trình Viên Golang (Upto 25M),IT,,25000000.0,VND,Hà Nội,Đống Đa
Kỹ Sư An Toàn Thông Tin,Business,,,,Hà Nội,Nam Từ Liêm
Nhân Viên IT Help Desk / IT Support,IT,,,,Hà Nội,Cầu Giấy
Java Developer,IT,,35000000.0,VND,Hà Nội,Nam Từ Liêm
Chuyên Viên IT Khu Vực Thái Bình,IT,8000000.0,,VND,Thái Bình,TP Thái Bình
Junior Product Owner - Upto 35M,Business,18000000.0,35000000.0,VND,Hồ Chí Minh,Quận 2
Fullstack (Reactjs-Nodejs) Developer - Upto 45M Net,IT,20000000.0,45000000.0,VND,Hồ Chí Minh,Quận 2
Java Developer,IT,,3000.0,USD,Hà Nội,
Lập Trình Viên Backend ( .Net),Business,,,,Hồ Chí Minh,Tân Bình
Android Developer (Java/Kotlin),IT,,25000000.0,VND,Hà Nội,Nam Từ Liêm
Lập Trình Viên Backend,Business,,,,Hồ Chí Minh,Quận 5
Chuyên Viên Công Nghệ Thông Tin,Business,,,,Hồ Chí Minh,Quận 6
Senior Java Developer,IT,,1800.0,USD,Hồ Chí Minh,Quận 1
Nhân Viên Kỹ Thuật Internet,IT,,15000000.0,VND,Hà Nội,Hoàng Mai
Backend Developer,Business,,25000000.0,VND,Hà Nội,Hai Bà Trưng
Lập Trình Viên Flutter,IT,5000000.0,15000000.0,VND,Hà Nội,Hai Bà Trưng
QC Engineer/ Manual Tester (Mid/Sr) - Salary Up To $1500,IT,,30000000.0,VND,Hồ Chí Minh,Tân Bình
Junior Database Administrator Specialist,Business,,,,Hà Nội,Hoàng Mai
Tech-Lead (Trưởng Nhóm Lập Trình),IT,1000.0,2500.0,USD,Hà Nội,Hai Bà Trưng
Video Editor,IT,7000000.0,10000000.0,VND,Hà Nội,
Giảng Viên Công Nghệ Thông Tin,Business,,,,Hồ Chí Minh,Bình Thạnh
Senior Backend Engineer,Business,,50000000.0,VND,Hồ Chí Minh,Bình Thạnh
Backend Developer PHP Junior - Quận 7,Business,9000000.0,15000000.0,VND,Hồ Chí Minh,Quận 7
Nhân Viên Hỗ Trợ Kĩ Thuật (Có Thể Làm Remote),Business,400.0,,USD,Hà Nội,
Business Analyst,Business,,1200.0,USD,Hà Nội,Cầu Giấy
Senior Lead Business Analyst,Business,,2000.0,USD,Hà Nội,Cầu Giấy
Lập Trình Viên .Net,IT,500.0,1200.0,USD,Hà Nội,Cầu Giấy
Senior Java Developer Ecm - HCM/HN,IT,,,,Hồ Chí Minh,
Kỹ Thuật Viên IT Tại Nghệ An,IT,7000000.0,9000000.0,VND,Nghệ An,
Ruby On Rails Developer,IT,,,,Hồ Chí Minh,Tân Bình
QA Lead (Onsite Tokyo),IT,,,,Nước ngoài,
QA Lead (Onsite Tokyo),IT,,,,Nước ngoài,
IT Comtor,IT,,25000000.0,VND,Hà Nội,Thanh Xuân
Lập Trình Viên Android,IT,,,,Hà Nội,Cầu Giấy
Android Developer,IT,15000000.0,30000000.0,VND,Hà Nội,Thanh Xuân
Kỹ Sư Cầu Nối (Brse),Business,1000.0,2500.0,USD,Hà Nội,Nam Từ Liêm
Chief Technology Officer,Business,,,,Hồ Chí Minh,Quận 4
Data Engineer (Big Data Database/Python/Scala),Business,,1300.0,USD,Hà Nội,Cầu Giấy
IT Communicator (Từ N2 Tiếng Nhật) - Up To 25M,IT,15000000.0,25000000.0,VND,Hà Nội,Đống Đa
Trưởng Nhóm Triển Khai Phần Mềm,IT,12000000.0,,VND,Hà Nội,Cầu Giấy
Senior Database Administrator Specialist,Business,,1500.0,USD,Hà Nội,Hoàng Mai
Senior Database Administrator Specialist,Business,,1500.0,USD,Hồ Chí Minh,Thủ Đức
IT Helpdesk,IT,,12000000.0,VND,Hà Nội,Cầu Giấy
Mobile Game Tester (Junior),IT,,15000000.0,VND,Hà Nội,Cầu Giấy
Android Developer (Middle Level),IT,,20000000.0,VND,Hà Nội,Cầu Giấy
Senior 3D Technical Artist,Business,40000000.0,70000000.0,VND,Hồ Chí Minh,Quận 5
QA Automation Lead,IT,25000000.0,,VND,Hà Nội,Nam Từ Liêm
"Thực Tập Lập Trình PHP (Laravel, Vue JS)",IT,2000000.0,8000000.0,VND,Hà Nội,Nam Từ Liêm
Lập Trình Viên Flutter,IT,,25000000.0,VND,Hà Nội,Thanh Xuân
Project Manager (Up To 1500$),Business,,30000000.0,VND,Hà Nội,
An Ninh Mạng (IT Security),IT,,,,Hồ Chí Minh,Phú Nhuận
PR Marketing,Business,,,,Hà Nội,Hà Đông
Graphic Designer Kiêm Video Editor,IT,,,,Hà Nội,Hà Đông
Nhân Viên Thiết Kế Đồ Họa (Graphic Designer),Business,8000000.0,,VND,Hồ Chí Minh,Nhà Bè
Kỹ Sư Hệ Thống (System Engineer),IT,,1000.0,USD,Hà Nội,Cầu Giấy
Trưởng Phòng Product Owner (Công Nghệ Thông Tin - Mức Lương 55.000.000),Business,35000000.0,55000000.0,VND,Hà Nội,Nam Từ Liêm
Front-End Developer (Html/Css/JavaScript),IT,8000000.0,25000000.0,VND,Hồ Chí Minh,Tân Bình
Frontend Developer (Reactjs),IT,8000000.0,35000000.0,VND,Hồ Chí Minh,
Java Developer (Middle),IT,,,,Hồ Chí Minh,Quận 10
IT Business Analyst,Business,,,,Hồ Chí Minh,Quận 10
Trưởng Phòng Product Owner (Nghành Công Nghệ Thông Tin_Thu Nhập Từ 35-55M Triệu),Business,35000000.0,55000000.0,VND,Hà Nội,Nam Từ Liêm
Data Engineer Từ 3 Năm Kinh Nghiệm Lương Upto $2000,IT,,2000.0,USD,Hà Nội,Cầu Giấy
.Net Developer (Middle),IT,,,,Hồ Chí Minh,Quận 10
Project Manager / Brse,Business,30000000.0,,VND,Hồ Chí Minh,Quận 1
Nhân Viên IT Phần Mềm ( 3-5 Năm Kinh Nghiệm),IT,15000000.0,,VND,Hà Nội,Ba Đình
Backend Developer (Magento),Business,,,,Hồ Chí Minh,Quận 5
"Lập Trình Viên Backend (PHP, Nodejs, Python)",Business,,15000000.0,VND,Hà Nội,Thanh Xuân
Solution Architect (Strong At Front-End) - Up To $3000,IT,,,,Hà Nội,Cầu Giấy
"Nhân Viên Hỗ Trợ Kỹ Thuật Sự Kiện - Tại Hồ Chí Minh, Hà Nội",Business,8000000.0,,VND,Hồ Chí Minh,Quận 4
"Nhân Viên Hỗ Trợ Kỹ Thuật Sự Kiện - Tại Hồ Chí Minh, Hà Nội",Business,8000000.0,,VND,Hà Nội,Ba Đình
Nhân Viên Quản Trị Hệ Thống - System Admin,Business,,,,Hà Nội,Đông Anh
Product Owner,Business,,,,Hồ Chí Minh,Quận 7
Kỹ Sư Lập Trình Windows Form,IT,10000000.0,40000000.0,VND,Hà Nội,Nam Từ Liêm
IT Comtor,IT,,,,Hồ Chí Minh,Tân Bình
Manual Tester - Kiểm Thử Phần Mềm,IT,,,,Hồ Chí Minh,Quận 5
Chuyên Viên CNTT,Business,,15000000.0,VND,Hồ Chí Minh,Quận 5
Giảng Viên Ccna,Business,,,,Hà Nội,Thanh Xuân
Thực Tập Sinh Vận Hành Hệ Thống Mạng & Bảo Mật,Business,,5000000.0,VND,Hồ Chí Minh,Quận 5
Thực Tập Sinh Lập Trình Viên PHP Wordpress,IT,,,,Hà Nội,Hoàng Mai
Experienced Business Analyst - Up To 30M,Business,,30000000.0,VND,Hà Nội,Nam Từ Liêm
"Thực Tập Sinh Nodejs, Reactjs (Có Lương Trợ Cấp)",Business,,4000000.0,VND,Hà Nội,Nam Từ Liêm
Business Analyst (Experienced - Up To 40M),Business,,40000000.0,VND,Hà Nội,Nam Từ Liêm
Product Owner,Business,,,,Hồ Chí Minh,Quận 7
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),Business,,,,Hồ Chí Minh,Bình Thạnh
"PHP Developer (Laravel, Vuejs) - Phỏng Vấn Online",IT,23000000.0,28000000.0,VND,Hà Nội,Hai Bà Trưng
Senior Java,IT,25000000.0,34000000.0,VND,Hà Nội,Cầu Giấy
"Lập Trình Viên Frontend Developer (Nextjs, Reactjs, Redux)",IT,15000000.0,50000000.0,VND,Hà Nội,Thanh Xuân
Frontend Web Application Developer,IT,15000000.0,,VND,Hà Nội,Cầu Giấy
Thực Tập Sinh Java,IT,,5000000.0,VND,Hồ Chí Minh,Tân Bình
Kỹ Sư Lập Trình C++,IT,10000000.0,40000000.0,VND,Hà Nội,Nam Từ Liêm
Lập Trình Viên Backend - Backend Dev,Business,25000000.0,35000000.0,VND,Hà Nội,Hà Đông
Nhân Viên Triển Khai Nhân Sự,IT,,,,Hà Nội,Hồ Chí Minh
Nhân Viên Triển Khai Phần Mềm,IT,,,,Hồ Chí Minh,Hà Nội
Trưởng Nhóm Quản Trị Hệ Thống - Lương 400 Triệu/Năm,Business,,40000000.0,VND,Hà Nội,Cầu Giấy
Chuyên Viên Cao Cấp Cloud - Msbit Bu - Dxk - 3I049,IT,,,,Hà Nội,
Game Designer (Viết Kịch Bản Game),Business,15000000.0,25000000.0,VND,Hà Nội,Hà Đông
Mobile Apps Developer,IT,12000000.0,23000000.0,VND,Hồ Chí Minh,Quận 11
Fullstack .Net Developer (From 2.5 Years Of Experience),IT,,2200.0,USD,Hồ Chí Minh,Phú Nhuận
Fullstack .Net Developer (From 2.5 Years Of Experience),IT,,2200.0,USD,Đà Nẵng,Thanh Khê
Thực Tập Sinh React Native (Mobile Developer) - Có Lương,IT,1000000.0,3000000.0,VND,Hà Nội,Cầu Giấy
Bridge Project Manager (Bpm),Business,,2500.0,USD,Hồ Chí Minh,Quận 3
Backend .Net Developer,Business,20000000.0,,VND,Hồ Chí Minh,Quận 12
Java Backend Developers,Business,,,,Hồ Chí Minh,
Devops Engineers (Aws),IT,,,,Hồ Chí Minh,
Fresher Nodejs/React Native,IT,,10000000.0,VND,Hà Nội,
Thực Tập Sinh IT,IT,,,,Hà Nội,Hoàng Mai
Senior Automation Test,Business,,,,Hồ Chí Minh,Thủ Đức
Senior Java Developer (Spring/Aws/Azure),IT,,,,Hồ Chí Minh,Thủ Đức
Solution Architect (Java),IT,,,,Hồ Chí Minh,Thủ Đức
Database Developer,Business,,,,Hồ Chí Minh,Thủ Đức
Kỹ Thuật Viên IT - Phần Cứng - Mạng (Củ Chi),IT,,,,Hồ Chí Minh,Củ Chi
Lập Trình Viên Frontend Reactjs,IT,10000000.0,30000000.0,VND,Hà Nội,"Đống Đa, Thạch Thất"
Devops Engineer - Upto 30M,IT,18000000.0,35000000.0,VND,Hà Nội,Nam Từ Liêm
AI Engineer (Làm Việc Tại Nhật Bản),IT,,80000000.0,VND,Hà Nội,Nam Từ Liêm
Kỹ Sư Cầu Nối/ Brse Làm Việc Tại Nhật Bản,Business,,80000000.0,VND,Hà Nội,
"Fullstack Developer (Golang, JavaScript, Reactjs)",IT,10000000.0,25000000.0,VND,Hà Nội,Thanh Xuân
Quản Trị Mạng,Business,,,,Hồ Chí Minh,Quận 3
Nhân Viên IT Helpdesk,IT,10000000.0,14000000.0,VND,Hà Nội,Nam Từ Liêm
Cộng Tác Viên Công Nghệ Thông Tin - Lương Thỏa Thuận,Business,,,,Hà Nội,
"Backend Developer (Nodejs/Nestjs/ Vuejs) - Hà Nội, Hồ Chí Minh",Business,800.0,1500.0,USD,Hà Nội,Cầu Giấy
"Backend Developer (Nodejs/Nestjs/ Vuejs) - Hà Nội, Hồ Chí Minh",Business,800.0,1500.0,USD,Hồ Chí Minh,Bình Thạnh
Senior Backend Engineer - Lương Upto $2000,Business,1500.0,2000.0,USD,Hà Nội,Thanh Xuân
Nhân Viên IT Helpdesk,IT,,7000000.0,VND,Hà Nội,Hà Đông
QA/QC Tester Japan (Ngành Công Nghệ Thông Tin),IT,,1500.0,USD,Hà Nội,Cầu Giấy
Backend Developer (Golang),Business,20000000.0,40000000.0,VND,Hồ Chí Minh,Quận 3
Lập Trình Viên .Net,IT,,42000000.0,VND,Hà Nội,
"QC Tester, Yêu Cầu >2 Năm Kinh Nghiệm, English Tốt",IT,,2000.0,USD,Hồ Chí Minh,Phú Nhuận
"QC Tester, Yêu Cầu >2 Năm Kinh Nghiệm, English Tốt",IT,,2000.0,USD,Đà Nẵng,Thanh Khê
Project Manager,Business,,48000000.0,VND,Hà Nội,Nam Từ Liêm
Tester - Từ 2 Năm Kinh Nghiệm - Onsite Bank Tại Bà Triệu - Mức Lương Lên Tới 25 Triệu,Business,,25000000.0,VND,Hà Nội,Hoàn Kiếm
Senior Mobile Developer (Flutter) - Ta 130 - Hà Nội,IT,,27000000.0,VND,Hà Nội,Đống Đa
Manual Tester Từ 02 Năm Kinh Nghiệm Onsite Ngân Hàng Lớn Ở Bà Triệu,IT,,23000000.0,VND,Hà Nội,Hoàn Kiếm
Unity Developer,IT,,,,Hà Nội,Cầu Giấy
Senior Java,IT,25000000.0,37000000.0,VND,Hà Nội,Đống Đa
Nhân Viên Sửa Chữa Máy Atm Tại Hải Phòng,Business,7000000.0,10000000.0,VND,Hải Phòng,
Lập Trình Viên Vuejs,IT,13000000.0,17000000.0,VND,Hà Nội,Thanh Xuân
Lập Trình PHP Senior (Làm Việc Remote),IT,2000.0,2500.0,USD,Hồ Chí Minh,
Nhân Viên IT,IT,8000000.0,10000000.0,VND,Hồ Chí Minh,Tân Bình
IT Comtor (Upto 32M),IT,,32000000.0,VND,Hà Nội,Cầu Giấy
IT Service Coordinator/Admin - Quận 4,IT,400.0,450.0,USD,Hồ Chí Minh,Quận 4
Infrastructure Security Engineer,IT,,2000.0,USD,Hà Nội,Hoàn Kiếm
Developer Flutter,IT,10000000.0,25000000.0,VND,Hà Nội,Nam Từ Liêm
Nodejs Developer,IT,,35000000.0,VND,Hà Nội,Đống Đa
Nodejs Developer,IT,,35000000.0,VND,Đà Nẵng,
Junior Business Analyst,Business,700.0,900.0,USD,Hà Nội,Cầu Giấy
Business Analyst Blockchain,Business,600.0,1500.0,USD,Hà Nội,Hai Bà Trưng
Lập Trình Viên .Net,IT,10000000.0,15000000.0,VND,Hà Nội,
Nhân Viên Quản Trị Mạng (IT Network Staff) - Kcn Biên Hòa 2 - Đồng Nai,IT,15000000.0,20000000.0,VND,Đồng Nai,Biên Hoà
Tour Operation Executive,Business,8000000.0,15000000.0,VND,Hà Nội,
Business Analyst (Product Owner) 8-15M,Business,8000000.0,15000000.0,VND,Hà Nội,Nam Từ Liêm
Lập Trình Viên Java,IT,,,,Hà Nội,"Thanh Xuân, Ba Đình"
Senior Business Analyst,Business,,40000000.0,VND,Hà Nội,"Cầu Giấy, Hai Bà Trưng"
"Senior Business Analysis (Odoo, ERP, CRM) - Upto $1500",Business,,1500.0,USD,Hà Nội,
Golang Engineer,IT,,,,Hồ Chí Minh,Đà Nẵng
"Backend Developer (Python/Django/Mvc) - Hà Nội, Hồ Chí Minh",Business,800.0,1500.0,USD,Hồ Chí Minh,Bình Thạnh
"Backend Developer (Python/Django/Mvc) - Hà Nội, Hồ Chí Minh",Business,800.0,1500.0,USD,Hà Nội,Cầu Giấy
Chuyên Viên Đào Tạo Lương Upto 15 Triệu,Business,,15000000.0,VND,Hà Nội,Hà Đông
"Chuyên Viên Vận Hành Dịch Vụ (Voip, Tổng Đài)",Business,15000000.0,20000000.0,VND,Hà Nội,
Chuyên Viên Phân Tích Nghiệp Vụ Ngân Hàng,Business,,30000000.0,VND,Hồ Chí Minh,Quận 1
Global Application Service Manager,Business,,,,Hà Nội,Đống Đa
Global Application Service Manager,Business,,,,Hồ Chí Minh,Tân Bình
Nhân Viên Kỹ Thuật IT (IT Support) Thu Nhập 14 - 17 Triệu,IT,14000000.0,17000000.0,VND,Hà Nội,Cầu Giấy
"Nhân Viên IT Helpdesk - Tại Long Khánh, Đồng Nai",IT,9000000.0,,VND,Đồng Nai,Long Khánh
"Game Designer (Action Game), Lương Từ 8-25 Triệu",Business,,25000000.0,VND,Hà Nội,Cầu Giấy
Backend Developer (Golang),Business,,2000.0,USD,Hồ Chí Minh,Quận 11
Kỹ Thuật Viên Sửa Chữa Điện Thoại - Tp.HCM,Business,,,,Hồ Chí Minh,Quận 1
QC Engineer,IT,,,,Hồ Chí Minh,
Thực Tập Sinh IT,IT,,,,Hồ Chí Minh,Quận 8
Lập Trình Viên .Net,IT,8000000.0,45000000.0,VND,Hồ Chí Minh,Tân Bình
Lập Trình Viên Wordpress,IT,9000000.0,12000000.0,VND,Hồ Chí Minh,Tân Bình
Nhân Viên IT,IT,8000000.0,10000000.0,VND,Hồ Chí Minh,Quận 7
Senior Tester - Salary Up To $2000,IT,,,,Đà Nẵng,Ngũ Hành Sơn
Senior Outsystems Developer - Salary Up To $3000,IT,,,,Đà Nẵng,Ngũ Hành Sơn
Senior Java Developer,IT,,,,Hà Nội,Cầu Giấy
Software Engineer (Dotnet) - Salary Upto $2200,IT,,2200.0,USD,Hồ Chí Minh,Tân Bình
Software Engineer (Dotnet) - Salary Upto $2200,IT,,2200.0,USD,Đà Nẵng,Thanh Khê
Lập Trình Viên C# (Nha Trang),IT,,15000000.0,VND,Khánh Hoà,TP Nha Trang
"L2 Support Engineer (Remote, Aws, Sql)",IT,,48000000.0,VND,Hà Nội,Đà Nẵng
"L2 Support Engineer (Remote, Aws, Sql)",IT,,48000000.0,VND,Hồ Chí Minh,
Junior Frontend Developer (Upto 15M),IT,,15000000.0,VND,Hà Nội,Nam Từ Liêm
Lập Trình Viên Java,IT,,30000000.0,VND,Hà Nội,Đống Đa
Mobile Developer (Team Leader),IT,2000.0,3000.0,USD,Hồ Chí Minh,Quận 2
Ruby On Rails,IT,,35000000.0,VND,Hà Nội,Thanh Xuân
Lập Trình Viên Odoo (Từ 2.5 Năm Kinh Nghiệm),IT,,,,Hà Nội,Nam Từ Liêm
Reactjs Leader Tại Đà Nẵng - Up To $2000,Business,,2000.0,USD,Đà Nẵng,Hải Châu
Nodejs Developer (Leader) Tại Đà Nẵng - Up To $2000,IT,,2000.0,USD,Đà Nẵng,Hải Châu
Project Manager Tại Đà Nẵng - Up To $2000,Business,,2000.0,USD,Đà Nẵng,Thanh Khê
Devops Engineer Tại Đà Nẵng | Lương Tới $2000,IT,,2000.0,USD,Đà Nẵng,Thanh Khê
