job_title,job_group,min_salary,max_salary,salary_unit,city,district
System Administrator IT Engineer,IT,13000000.0,,VND,Hồ Chí Minh,
IT Helpdesk (Kinh Nghiệm Vận Hành Pos),IT,,,,Hà Nội,Tây Hồ
.Net Developer (Asp .Net Core),IT,800.0,2500.0,USD,Hồ Chí Minh,Gò Vấp
Technical Leader,Business,,,,Hà Nội,Cầu Giấy
Thực Tập Sinh QC,IT,,5000000.0,VND,Hồ Chí Minh,Tân Bình
Junior Data Engineer,IT,,,,Hà Nội,Hai Bà Trưng
Project Manager (Base Tech - Upto 55M),Business,,55000000.0,VND,Hà Nội,
Microsoft Cloud Support Specialist L3 - Salary Up To $2000,Business,,,,Đà Nẵng,Ngũ Hành Sơn
.Net Technical Lead - Salary Up To $3000,Business,,,,Đà Nẵng,Ngũ Hành Sơn
Senior System Analyst - Salary Up To $2500,Business,,,,Đà Nẵng,Ngũ Hành Sơn
IT Business Analyst (Middle/Senior),Business,,,,Đồng Nai,
Nhân Viên Content Marketing,Business,9000000.0,12000000.0,VND,Hà Nội,Cầu Giấy
Lập Trình Viên IOS (Salary Upto 25M/Month),IT,,25000000.0,VND,Hà Nội,Hoàng Mai
"Mobile Developer (IOS, Android) [Hà Nội] - Yêu Cầu Tiếng Nhật N3, Lương Cơ Bản Upto $3000",IT,,3000.0,USD,Hà Nội,Đống Đa
Lập Trình Java - Senior Developer,IT,,,,Hà Nội,Thanh Xuân
Lập Trình Viên IOS,IT,,1500.0,USD,Hà Nội,Cầu Giấy
IT Support,IT,12000000.0,15000000.0,VND,Hà Nội,Thanh Xuân
AI Enigneer,IT,,,,Hồ Chí Minh,Quận 4
Nhân Viên IT Khu Vực Đà Lạt,IT,5000000.0,10000000.0,VND,Lâm Đồng,TP Đà Lạt
Powerbi/Looker Developer (Offer Upto $2000),IT,35000000.0,45000000.0,VND,Hà Nội,Cầu Giấy
Lập Trình Viên Web App - React JS Làm Việc Tại Nghệ An,IT,10000000.0,18000000.0,VND,Nghệ An,TP Vinh
Information Systems Staff,Business,363.0,,USD,Hà Nam,"Duy Tiên, Thanh Liêm"
Chuyên Viên Quản Trị Cơ Sở Dữ Liệu (Csdl)/Senior Database Administrator,Business,12000000.0,25000000.0,VND,Hồ Chí Minh,Quận 3
Java Developer,IT,,2000.0,USD,Hồ Chí Minh,Tân Bình
Nhân Viên Kỹ Thuật Hậu Kiểm,Business,,8000000.0,VND,Bắc Ninh,Quế Võ
Nodejs Developer,IT,,1500.0,USD,Hồ Chí Minh,Gò Vấp
"Lập Trình Viên Front End Angular, Reactjs,Vuejs",IT,15000000.0,,VND,Hà Nội,Hà Đông
Nhân Viên Manual Tester (QA/QC Tester),IT,10000000.0,14000000.0,VND,Hồ Chí Minh,Tân Bình
"Senior Back End Dev (Nodejs, Python Or Golang)",Business,,,,Hà Nội,Ba Đình
Middle Front End Dev (Reactjs),IT,,,,Hà Nội,Ba Đình
Java Developer Intern/Fresher (Làm Việc Tại HCM),IT,,,,Hồ Chí Minh,Bình Thạnh
Java Developer (Cao Lãnh),IT,,,,Đồng Tháp,Cao Lãnh
Mobile Developer (Android/IOS/Cao Lãnh),IT,,,,Đồng Tháp,Cao Lãnh
Kỹ Sư Mạng & Bảo Mật (Network Engineer),IT,,40000000.0,VND,Hà Nội,Tây Hồ
Manual Tester (Cao Lãnh),IT,,,,Đồng Tháp,Cao Lãnh
.Net Developer (C#),IT,,2200.0,USD,Hồ Chí Minh,Đà Nẵng
Middle Fullstack,IT,20000000.0,30000000.0,VND,Hà Nội,Cầu Giấy
Lập Trình Viên Unity (Unity Developer - All Level),IT,,2000.0,USD,Hà Nội,Thanh Xuân
Software Mid-Level Engineer,IT,1300.0,,USD,Hà Nội,Đống Đa
Backend Developer (Upto 25M),Business,,25000000.0,VND,Hà Nội,Cầu Giấy
3D Artist Game Tại Cầu Giấy,Business,6000000.0,15000000.0,VND,Hà Nội,Cầu Giấy
Fresher/Junior System Monitor Support,IT,,,,Hồ Chí Minh,Thủ Đức
Frontend Developer (React/Vuejs),IT,,,,Hà Nội,Nam Từ Liêm
Nhân Viên Game Designer,Business,,,,Hồ Chí Minh,Quận 1
Tester (Tiếng Nhật),IT,,,,Hà Nội,Cầu Giấy
Nhân Viên Kỹ Thuật Máy Photocopy - Máy In,Business,12000000.0,,VND,Long An,Bến Lức
Nhân Viên Lập Trình Fontend Fonteend ( Thanh Hóa ),IT,,,,Thanh Hoá,TP Thanh Hoá
Nhân Viên JavaScript Fullstack Dev Nodejs ( Thanh Hóa ),IT,10000000.0,35000000.0,VND,Thanh Hoá,TP Thanh Hoá
Kỹ Sư IT Tại Hà Nội (Lương Cứng Từ 10Tr - 20Tr),IT,10000000.0,,VND,Hà Nội,
Nhân Viên IT,IT,10000000.0,20000000.0,VND,Hà Nội,Cầu Giấy
Thực Tập Sinh Dev Net,Business,,,,Hà Nội,Thanh Xuân
Trưởng Nhóm Phân Tích Nghiệp Vụ (Business Analyst) - Hà Nội,Business,15000000.0,,VND,Hà Nội,Thanh Xuân
Service Desk,Business,11000000.0,,VND,Hà Nội,Cầu Giấy
Devops (Up To 40M),IT,,1800.0,USD,Hà Nội,Nam Từ Liêm
Nhân Viên Vi Tính (Co.Opmart Gò Công),Business,,,,Tiền Giang,
Chuyên Viên Quản Trị Mạng,Business,,1200.0,USD,Hà Nội,Nam Từ Liêm
Senior QC (Manual Test),IT,,,,Hà Nội,Nam Từ Liêm
Chuyên Viên IT - IT Helpdesk Quận 7,IT,10000000.0,12000000.0,VND,Hồ Chí Minh,Quận 7
Lập Trình Viên PHP,IT,10000000.0,20000000.0,VND,Hồ Chí Minh,Bình Thạnh
Software Project Manager (Vietnamese),Business,1500.0,,USD,Hà Nội,
Junior System Monitor Support (HCM),IT,,,,Hồ Chí Minh,Thủ Đức
Nhân Viên Content Marketing,Business,,1000.0,USD,Hà Nội,Nam Từ Liêm
"Fullstack PHP Developer (Mark-Up, JavaScript, Symfony)",IT,20000000.0,30000000.0,VND,Hồ Chí Minh,Bình Thạnh
Lập Trình Viên Java Web (2 Năm Kinh Nghiệm),IT,,30000000.0,VND,Hà Nội,Nam Từ Liêm
Java Web Developer (2 Năm Kinh Nghiệm),IT,,30000000.0,VND,Hà Nội,Nam Từ Liêm
"Junior Software Quality Assurnace For A Y Combinator Fintech Startup, Salary From 11M Vnd",IT,11000000.0,,VND,Hồ Chí Minh,Bình Thạnh
Chuyên Viên Quản Trị Ứng Dụng Thu Nhập 25M-30M Đi Làm Ngay,Business,25000000.0,30000000.0,VND,Hà Nội,Cầu Giấy
"Giáo Viên Sư Phạm Kỹ Thuật, Công Nghệ Thông Tin, Điện - Điện Tử, Tự Động Hoá, Robotics (Dạy Ca Linh Hoạt, Thu Nhập Upto 12Tr/ Tháng)",Business,,12000000.0,VND,Hồ Chí Minh,"Quận 2, Bình Thạnh, Quận 3, Phú Nhuận, Gò Vấp, Tân Bình, Tân Phú, Bình Tân, Quận 11, Quận 7"
"Giáo Viên Sư Phạm Kỹ Thuật, Công Nghệ Thông Tin, Điện - Điện Tử, Tự Động Hoá, Robotics (Dạy Ca Linh Hoạt, Thu Nhập Upto 12Tr/ Tháng)",Business,,12000000.0,VND,Bình Dương,Thủ Dầu Một
Giáo Viên Công Nghệ Stem [Hồ Chí Minh/ Bình Dương],Business,,12000000.0,VND,Hồ Chí Minh,"Bình Tân, Gò Vấp, Quận 2, Quận 7, Bình Thạnh, Quận 3, Tân Bình, Phú Nhuận, Tân Phú, Quận 11"
Giáo Viên Công Nghệ Stem [Hồ Chí Minh/ Bình Dương],Business,,12000000.0,VND,Bình Dương,Thủ Dầu Một
Senior Business Analyst,Business,,50000000.0,VND,Hà Nội,Đà Nẵng
Senior Business Analyst,Business,,50000000.0,VND,Hồ Chí Minh,
Lập Trình Viên Mobile (Flutter Developer),IT,15000000.0,25000000.0,VND,Hà Nội,Hà Đông
Senior Full-Stack Developer,IT,2000.0,4000.0,USD,Hà Nội,Hồ Chí Minh
Nhân Viên Hỗ Trợ Kỹ Thuật [Quận Cầu Giấy-Tp.Hà Nội],Business,7000000.0,10000000.0,VND,Hà Nội,Cầu Giấy
Nhân Viên Hỗ Trợ Kỹ Thuật [Quận Hoàng Mai-Tp.Hà Nội],IT,7000000.0,10000000.0,VND,Hà Nội,Hoàng Mai
Nhân Viên Hỗ Trợ Kỹ Thuật [Quận Đống Đa-Tp.Hà Nội],Business,7000000.0,10000000.0,VND,Hà Nội,Đống Đa
"Lập Trình Viên Java Tại Hà Đông, Hà Nội",IT,12000000.0,25000000.0,VND,Hà Nội,Hà Đông
Thực Tập Sinh Hỗ Trợ Kỹ Thuật IT ( IT Support / IT Helpdesk ),IT,,,,Hồ Chí Minh,"Thủ Đức, Nhà Bè, Quận 6, Quận 7, Quận 12, Bình Chánh"
Game Designer,Business,10000000.0,,VND,Hà Nội,
Learning & Development Supervisor,Business,,,,Hồ Chí Minh,Quận 12
Lập Trình Mobile,IT,13000000.0,15000000.0,VND,Hà Nội,Thanh Xuân
Leader Lập Trình Mobile,IT,25000000.0,30000000.0,VND,Hà Nội,Thanh Xuân
Lập Trình Web,IT,13000000.0,15000000.0,VND,Hà Nội,Thanh Xuân
Magento Developer (PHP),IT,7000000.0,12000000.0,VND,Hà Nội,Hoàng Mai
Thực Tập Sinh Marketing (Có Lương),Business,3000000.0,,VND,Hà Nội,Bắc Từ Liêm
Junior .Net Developer,IT,,,,Hà Nội,Thanh Xuân
"Middle/Senior Backend .Net Devs (C#, Sql)",Business,25000000.0,35000000.0,VND,Hồ Chí Minh,Quận 1
Lập Trình Viên Microsoft Powerapps,IT,15000000.0,25000000.0,VND,Hà Nội,Cầu Giấy
Software Developer (Remote),IT,1000.0,2000.0,USD,Hà Nội,Hồ Chí Minh
Chuyên Viên Kiểm Thử Phần Mềm,Business,,17000000.0,VND,Hà Nội,Cầu Giấy
Intern Web Developer,IT,,,,Thanh Hoá,TP Thanh Hoá
Thực Tập Sinh Lập Trình Web,IT,,,,Hà Nội,Thanh Xuân
"Fullstack (C/C++, C#, Python) Engineer",IT,,,,Hà Nội,
Chuyên Viên Data Engineer Từ 3 Yoe ( Tiếng Anh Giao Tiếp Tốt ) Offer Upto $2000,IT,,,,Hà Nội,Cầu Giấy
Java Developer (Junior/Senior),IT,,40000000.0,VND,Hà Nội,Cầu Giấy
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),Business,,1000.0,USD,Hà Nội,Cầu Giấy
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),Business,,1500.0,USD,Hà Nội,
Automation Test - T4035,Business,,,,Hà Nội,Cầu Giấy
IT Helpdesk In Vtk Industrial Park ( Hưng Yên Province),IT,,,,Hưng Yên,Văn Giang
IT Helpdesk In Vtk Industrial Park ( Hưng Yên Province),IT,,,,Hà Nội,Nam Từ Liêm
Nhân Viên Kỹ Thuật (Mức Lương 8 -15 Triệu),Business,8000000.0,15000000.0,VND,Hà Nội,Hoàng Mai
Senior .Net (Từ 5-12 Năm Kinh Nghiệm),Business,,,,Hồ Chí Minh,Tân Bình
Fresher Tester - 06 Tháng Kinh Nghiệm - Offer Up To 10 Triệu/Tháng,IT,,10000000.0,VND,Hà Nội,Cầu Giấy
Devops Engineer,IT,,25000000.0,VND,Hà Nội,Tây Hồ
Nhân Viên Hệ Thống Mạng - Lương Lên Đến 13 Triệu,Business,,13000000.0,VND,Hà Nội,Thanh Trì
Senior Fullstack Developer,IT,,1500.0,USD,Hồ Chí Minh,Quận 1
Lập Trình Viên Microsoft Powerapps,IT,15000000.0,25000000.0,VND,Hà Nội,Cầu Giấy
"Business Analyst $1,200 - $2,000 Gross",Business,1200.0,2000.0,USD,Hà Nội,Đống Đa
Digital Marketing,IT,,,,Hà Nội,Hà Đông
Senior Manual Tester - Ta 130 - Hà Nội,IT,,25000000.0,VND,Hà Nội,Đống Đa
Senior IT Comtor Korean - Upto 1800$,IT,,40000000.0,VND,Hà Nội,
Middle/ Senior Reactjs Developer,IT,,,,Hồ Chí Minh,Phú Nhuận
Business Development Executive,Business,,1000.0,USD,Hà Nội,Cầu Giấy
Business Analyst - Lương Cứng Upto 30M,Business,,30000000.0,VND,Hà Nội,Cầu Giấy
Android Software Development (Bsp),IT,,,,Hà Nội,Từ Liêm
Nhân Viên Phát Triển Tool Trong Cad,Business,15000000.0,25000000.0,VND,Hà Nội,Hai Bà Trưng
Lập Trình Viên (Mễ Trì - Hà Nội),IT,20000000.0,25000000.0,VND,Hà Nội,Nam Từ Liêm
Scrum Master,Business,,35000000.0,VND,Hà Nội,Hoàn Kiếm
"Nhân Viên Kỹ Thuật Phần Cứng - Mạng, Lương 7-12 Triệu + Phụ Cấp",Business,7000000.0,12000000.0,VND,Hà Nội,Cầu Giấy
"Nhân Viên Kỹ Thuật Phần Cứng - Mạng, Lương 7-12 Triệu + Phụ Cấp",Business,7000000.0,12000000.0,VND,Hồ Chí Minh,Thủ Đức
.Net Developer (Middle/Senior),IT,,,,Hồ Chí Minh,
Nhân Viên IT Web ( Lập Trình Viên ),IT,6000000.0,15000000.0,VND,Bình Định,TP Quy Nhơn
"IT Support (English, Network, Ccna..)",IT,,,,Hà Nội,Ba Đình
Junior .Net Developer,IT,10000000.0,16000000.0,VND,Hà Nội,
IT Nội Bộ,IT,,9000000.0,VND,Hà Nội,Hà Đông
IT Nội Bộ,IT,,9000000.0,VND,Hà Nội,Hà Đông
.Net Developer - Up To 25 Triệu,IT,,25000000.0,VND,Hồ Chí Minh,Bình Thạnh
Java Team Leader (Upto40M),IT,,40000000.0,VND,Hà Nội,Tây Hồ
Nhân Viên Kỹ Thuật Viễn Thông,Business,8000000.0,20000000.0,VND,Hà Nội,Đống Đa
Trưởng Nhóm IT Web,IT,15000000.0,,VND,Hà Nội,Cầu Giấy
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),Business,15000000.0,30000000.0,VND,Hà Nội,Thanh Xuân
Backend/ Data Engineering Intern (Up To 11M),Business,,11000000.0,VND,Hà Nội,Hai Bà Trưng
Chuyên Viên Phân Tích Nghiệp Vụ (Ba),Business,,,,Hà Nội,Cầu Giấy
Software Product Owner,Business,,,,Hồ Chí Minh,Tân Bình
Lập Trình Viên Java Backend,Business,600.0,1500.0,USD,Hà Nội,Hai Bà Trưng
"Java Developer Từ 3 Năm Kinh Nghiệm - Dự Án Hàn Quốc - Không Yêu Cầu Tiếng Anh, Tiếng Hàn - Lương Up To 35 Triệu Gross",IT,,35000000.0,VND,Hà Nội,Từ Liêm
Product Owner (Upto 25M),Business,,25000000.0,VND,Hà Nội,Thanh Xuân
"Fresher Developer (C# .Net, Vuejs) Upto 6M",IT,,6000000.0,VND,Hà Nội,Cầu Giấy
IT Support / Helpdesk,IT,12000000.0,14000000.0,VND,Hồ Chí Minh,Quận 2
Kỹ Sư Cầu Nối,Business,,,,Hà Nội,
".Net Developer ( C#, Asp.Net) - Up To 1400$",IT,1000.0,1400.0,USD,Hà Nội,Nam Từ Liêm
Thực Tập Sinh Tester,IT,,,,Hà Nội,Thanh Xuân
Thực Tập Sinh Lập Trình Android Native ( Java ),IT,,,,Hà Nội,Thanh Xuân
Thực Tập Lập Trình IOS (Swift),IT,,,,Hà Nội,Thanh Xuân
Senior Automation Test Engineer,IT,,,,Hà Nội,Cầu Giấy
Senior Automation Test Engineer,IT,,,,Hồ Chí Minh,Tân Bình
Nhân Viên Phân Tích Sản Phẩm - Tt Ví Điện Tử,Business,,,,Hà Nội,Đống Đa
Network And System Administrator,IT,,,,Bình Dương,Thuận An
Java Developer (Senior),IT,,,,Hồ Chí Minh,
Fullstack Developer (Java/Angular),IT,,,,Hồ Chí Minh,
Lập Trình Viên Fullstack Developer,IT,15000000.0,30000000.0,VND,Hà Nội,Đống Đa
Lập Trình Viên Java Developer Từ 3 Năm Kinh Nghiệm Không Yêu Cầu Tiếng Anh,IT,,35000000.0,VND,Hà Nội,
Junior Odoo Python,IT,12000000.0,15000000.0,VND,Hà Nội,Nam Từ Liêm
Back-End Developer,Business,,,,Hồ Chí Minh,
Lập Trình Android,IT,10000000.0,20000000.0,VND,Hà Nội,Cầu Giấy
Senior .Net Backend Developer,Business,,40000000.0,VND,Hà Nội,Nam Từ Liêm
Security Engineer,IT,,1700.0,USD,Hà Nội,Nam Từ Liêm
Fresher Golang Developer (Upto 15M),IT,,15000000.0,VND,Hà Nội,Cầu Giấy
Technical Leader (Upto 2000$),Business,,2000.0,USD,Hà Nội,Cầu Giấy
Nhân Viên Quản Trị Hệ Thống ( IT System Administrator),IT,,,,Hà Nội,Cầu Giấy
Security Engineer (Pentest),IT,,2500.0,USD,Hà Nội,Từ Liêm
Powerbi Administration,IT,,,,Hà Nội,
Blockchain Backend Developer (Solidity/Nodejs),Business,1500.0,2000.0,USD,Hồ Chí Minh,Quận 8
Nhân Viên Kiểm Thử Phần Mềm (Tester) Upto 20M,IT,,20000000.0,VND,Hà Nội,Cầu Giấy
Thực Tập Sinh Lập Trình Viên .Net (Intern),IT,,,,Hồ Chí Minh,Quận 3
Middle Fullstack Developer (Up To 2000$),IT,,2000.0,USD,Hà Nội,Nam Từ Liêm
Project Coordinator,Business,,1000.0,USD,Hà Nội,Nam Từ Liêm
Nhân Viên Quản Trị Hệ Thống,Business,,,,Hà Nội,Hai Bà Trưng
Full-Stack .Net Developer,IT,,,,Hà Nội,Hai Bà Trưng
Lập Trình Viên,IT,10000000.0,25000000.0,VND,Hà Nội,Thanh Xuân
Thực Tập Sinh Business Analyst,Business,,1000000.0,VND,Hà Nội,Đống Đa
Internal Auditor,IT,,1500.0,USD,Hồ Chí Minh,Quận 4
Nhân Viên IT (IT Helpdesk ),IT,14000000.0,,VND,Bình Dương,Tân Uyên
Chuyên Viên Phân Tích Nghiệp Vụ (Up To 30 Triệu),Business,15000000.0,30000000.0,VND,Hà Nội,Nam Từ Liêm
Chuyên Viên Phân Tích Nghiệp Vụ (Up To 25M),Business,,30000000.0,VND,Hà Nội,Hoàng Mai
Nhân Viên IT,IT,10000000.0,11000000.0,VND,Hà Nội,Bắc Từ Liêm
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),Business,,30000000.0,VND,Hà Nội,"Nam Từ Liêm, Hoàng Mai"
Chuyên Viên Phân Tích Nghiệp Vụ (Up To 25M),Business,,25000000.0,VND,Hà Nội,
Thực Tập Tiếng Indonesia (Tester Tiếng Indonesia),IT,,,,Hà Nội,Bắc Từ Liêm
Cae Engineer,IT,,,,Hà Nội,Cầu Giấy
Lead Engineer (Module Team) - Salary Up To $2500,IT,,,,Hà Nội,Long Biên
Wpf Senior Engineer (Remote Full Time),IT,,,,Đà Nẵng,Ngũ Hành Sơn
Cad Engineer - Salary Up To $2000,IT,,,,Hà Nội,Long Biên
AI Engineer,IT,,,,Hà Nội,Đống Đa
Project Assistant - IT Software,IT,600.0,800.0,USD,Hà Nội,Thanh Xuân
Magento Developer,IT,10000000.0,35000000.0,VND,Hồ Chí Minh,Tân Bình
Manual Tester ( QA/QC),IT,,,,Hồ Chí Minh,Quận 12
Middle Manual Tester - E-Commerce/English,IT,20000000.0,33000000.0,VND,Hồ Chí Minh,Quận 7
Cloud Engineer,IT,,,,Hồ Chí Minh,Quận 4
Cloud Engineer,IT,,,,Hà Nội,Cầu Giấy
Business Development Manager,Business,,,,Hồ Chí Minh,Quận 4
Cloud Engineer (R&D Team),IT,,,,Hà Nội,Cầu Giấy
Cloud Engineer (R&D Team),IT,,,,Hồ Chí Minh,Quận 4
Computer Vision Engineer,IT,,,,Hà Nội,Đống Đa
Kỹ Sư Vận Hành Dịch Vụ,Business,8000000.0,20000000.0,VND,Hà Nội,Cầu Giấy
Kỹ Sư Hệ Thống,Business,8000000.0,20000000.0,VND,Hà Nội,Cầu Giấy
Data Engineer,IT,,,,Hà Nội,Đống Đa
Chuyên Viên Chăm Sóc Khách Hàng Làm Việc Tại Hà Nội,Business,10000000.0,,VND,Hà Nội,Cầu Giấy
Nhân Viên IT Support / IT Helpdesk,IT,7000000.0,10000000.0,VND,Hà Nội,Bắc Từ Liêm
Fresher Business Analyst,Business,,15000000.0,VND,Hồ Chí Minh,Phú Nhuận
Fresher Business Analyst,Business,,15000000.0,VND,Hồ Chí Minh,Phú Nhuận
Data Engineer (Từ 02 Năm Kinh Nghiệm),IT,,,,Hà Nội,Bắc Từ Liêm
"Trưởng Phòng Giải Pháp Công Nghệ Thông Tin, Lương Thỏa Thuận",Business,,,,Hà Nội,Nam Từ Liêm
Data Manager,Business,,,,Hồ Chí Minh,Quận 2
System Engineer/ Kỹ Sư Hệ Thống - Đống Đa ( Lương Upto 25Tr++ Thưởng),IT,,25000000.0,VND,Hà Nội,Đống Đa
Senior/Middle C++ Software Engineer,IT,1000.0,,USD,Hồ Chí Minh,Bình Thạnh
Investor Relations,Business,1000.0,,USD,Hồ Chí Minh,Bình Thạnh
Nhân Viên IT Làm Tại Thành Phố Hồ Chí Minh,IT,10000000.0,,VND,Hồ Chí Minh,Quận 2
Chuyên Viên Vận Hành Hệ Thống CNTT - IT Operator - Ta 130 - Hà Nội,IT,,,,Hà Nội,Đống Đa
Mobile Intern,IT,,4000000.0,VND,Hồ Chí Minh,Quận 7
Kỹ Sư Lập Trình (Lương 10-20 Triệu + Thưởng Dự Án),IT,,,,Hà Nội,
Mobile Game Developer (Cocos Creator/ Cocos JS),IT,,20000000.0,VND,Hồ Chí Minh,Quận 10
.Net Developer,IT,,,,Hồ Chí Minh,Tân Bình
Kỹ Sư Hệ Thống CNTT,Business,,,,Hà Nội,Đống Đa
Trưởng Nhóm Tích Hợp Mạng Và Bảo Mật Công Nghệ Thông Tin,Business,,,,Hà Nội,Đống Đa
IT Helpdesk,IT,13000000.0,17000000.0,VND,Hồ Chí Minh,Quận 1
Web Developer Fresher,IT,,,,Hồ Chí Minh,Quận 10
Product Owner (Mobile App) - Sản Phẩm Tiếng Anh Online Dành Cho Trẻ - Mức Lương Upto 40M,Business,,,,Hà Nội,Thanh Xuân
Chuyên Viên Data Engineer Từ 02 Năm Kinh Nghiệm,IT,,,,Hà Nội,Bắc Từ Liêm
Middle Tester - Up To 18M,IT,13000000.0,18000000.0,VND,Hà Nội,Thanh Xuân
Automation Tester,IT,,,,Hà Nội,"Cầu Giấy, Thanh Xuân"
Middle Front End Developer,IT,,,,Hà Nội,Từ Liêm
Frontend Developer (Reactjs) - Salary: 1300-1700 Usd,IT,1300.0,1700.0,USD,Hà Nội,Nam Từ Liêm
Kỹ Sư Cầu Nối - Brse (Upto 50M),Business,,,,Hà Nội,Thanh Xuân
Thực Tập Sinh Lập Trình Web Full Stack,IT,3000000.0,5000000.0,VND,Hà Nội,Thanh Xuân
Junior Manual Tester (Dự Án Elearning),IT,,,,Hà Nội,
Senior IOS Developer (Hybrid),IT,,3000.0,USD,Hồ Chí Minh,Quận 3
Senior React Native Developer,IT,1000.0,2000.0,USD,Hà Nội,Hai Bà Trưng
"Senior Frontend Developer (Javascipt, Html, Css) - Good English Communication",IT,1500.0,2000.0,USD,Hồ Chí Minh,Bình Thạnh
UI Developer Intership,IT,3000000.0,,VND,Hồ Chí Minh,Thủ Đức
Wordpress Front End Intern,IT,,,,Hà Nội,Nam Từ Liêm
Fresh-Junior Scrum Master (Up To $1000),Business,,1000.0,USD,Hồ Chí Minh,Quận 1
Lập Trình Viên Java/.Net,IT,,25000000.0,VND,Hà Nội,Tây Hồ
IOS Developer,IT,,35000000.0,VND,Hà Nội,Đống Đa
Java Dev (Java Back End),Business,,20000000.0,VND,Hà Nội,Cầu Giấy
Nhân Viên Marketing Không Yêu Cầu Kinh Nghiệm,Business,6000000.0,8000000.0,VND,Hà Nội,Cầu Giấy
Kỹ Sư Cầu Nối (Brse),Business,,1500.0,USD,Hà Nội,Nam Từ Liêm
Nhân Viên Kiểm Thử (Fresher Tester),IT,,8000000.0,VND,Hà Nội,Cầu Giấy
Frontend Developer 3 Years Experience + Upto 30 Million,IT,,30000000.0,VND,Hà Nội,Cầu Giấy
Business Analyst,Business,,,,Hồ Chí Minh,Quận 4
Wordpress Front End Intern,IT,,,,Hà Nội,Nam Từ Liêm
Java Developer Junior (Từ 1 Năm Kinh Nghiệm),IT,,,,Hà Nội,
Application Admin (Devops) Fresher,IT,7000000.0,,VND,Hồ Chí Minh,Quận 1
IT Business Analyst,Business,,,,Bình Dương,Thủ Dầu Một
Data Engineer,IT,,20000000.0,VND,Hà Nội,Hai Bà Trưng
Middle Fullstack Developer,IT,18000000.0,30000000.0,VND,Hà Nội,Thanh Xuân
Thực Tập Sinh Marketing,Business,3000000.0,5000000.0,VND,Hồ Chí Minh,Quận 5
Fresher Nodejs,IT,12000000.0,25000000.0,VND,Hà Nội,Nam Từ Liêm
React Native Developer,IT,18000000.0,25000000.0,VND,Hà Nội,Nam Từ Liêm
Project Manager (IT Software Services),Business,,1400.0,USD,Hà Nội,
Intern PHP,IT,3000000.0,5000000.0,VND,Hà Nội,Nam Từ Liêm
Thực Tập Sinh Tester,IT,3000000.0,6000000.0,VND,Hà Nội,
Nodejs Developer,IT,12000000.0,25000000.0,VND,Hà Nội,
React Native Developer,IT,18000000.0,25000000.0,VND,Hà Nội,
Thực Tập Sinh PHP,IT,3000000.0,5000000.0,VND,Hà Nội,
Intern Tester,IT,3000000.0,5000000.0,VND,Hà Nội,Nam Từ Liêm
Lập Trình Viên .Net,IT,,,,Đà Nẵng,Hải Châu
Dotnet Developer,IT,,,,Hồ Chí Minh,Gò Vấp
Dotnet Developer,IT,,,,Đà Nẵng,Sơn Trà
Dotnet Developer,IT,,,,Hà Nội,Đống Đa
"Mobile Developer (Kotlin, Swift)",IT,20000000.0,28000000.0,VND,Hồ Chí Minh,Quận 5
"Developer (Angular , Reactjs, Nodejs, Python)",IT,,,,Hồ Chí Minh,Bình Thạnh
Chuyên Viên Kiểm Soát Quy Trình,Business,10000000.0,20000000.0,VND,Hà Nội,Cầu Giấy
Playable Ads Creator (Từ 1 Năm Kinh Nghiệm),Business,10000000.0,13000000.0,VND,Hà Nội,Cầu Giấy
Kỹ Sư Phát Triển Java Backend,Business,,,,Hà Nội,Cầu Giấy
Kỹ Sư Kiểm Thử ( Tester),IT,,,,Hà Nội,Cầu Giấy
Kỹ Sư Cầu Nối -Brse Tiếng Nhật N2,Business,30000000.0,45000000.0,VND,Hà Nội,Nam Từ Liêm
Process QA For Software,IT,,,,Hà Nội,Đống Đa
Process QA For Hardware,IT,,,,Hà Nội,Đống Đa
Senior Manual Tester,IT,,,,Hà Nội,Đống Đa
Kỹ Sư Phần Mềm Nhúng - Junior,Business,,,,Hà Nội,Cầu Giấy
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),Business,,,,Hà Nội,
Business Analyst (Salary: 18M++),Business,18000000.0,,VND,Hà Nội,Ba Đình
Dev Angular,Business,18000000.0,27000000.0,VND,Hà Nội,Cầu Giấy
Cocos Developer,IT,10000000.0,30000000.0,VND,Hà Nội,Cầu Giấy
Unity Developer,IT,10000000.0,30000000.0,VND,Hà Nội,Cầu Giấy
Lập Trình Viên Mobile (React Native),IT,8000000.0,35000000.0,VND,Hồ Chí Minh,Tân Bình
Junior PHP Developer - Từ 01 Năm Kinh Nghiệm,IT,13000000.0,16000000.0,VND,Hà Nội,Thanh Xuân
Kỹ Thuật Máy In Tại Hà Nội,Business,8000000.0,10000000.0,VND,Hà Nội,Hà Đông
Fresher Android,IT,10000000.0,15000000.0,VND,Hà Nội,
Lễ Tân Hỗ Trợ Sự Kiện,Business,,,,Hà Nội,Thạch Thất
Front-End Tech Lead - Salary Up To $2800,Business,,,,Hà Nội,Cầu Giấy
Senior Front-End Developer - Salary Up To $2800,IT,,,,Hà Nội,Cầu Giấy
